"Class Name - Live Objects","Live Bytes [%]","Live Bytes","Live Objects"
"org.apache.myfaces.custom.inputHtml.InputHtmlRenderer","0,00%","16","1"
"org.apache.myfaces.custom.inputTextHelp.HtmlTextHelpRenderer","0,00%","16","1"
"org.hibernate.loader.plan.spi.BidirectionalEntityReference[]","0,00%","16","1"
"org.springframework.aop.support.annotation.AnnotationMethodMatcher","0,00%","16","1"
"org.apache.myfaces.custom.jslistener.JsValueChangeListenerRenderer","0,00%","16","1"
"org.apache.myfaces.custom.jsvalueset.HtmlJsValueSetRenderer","0,00%","16","1"
"org.apache.myfaces.custom.layout.HtmlLayoutRenderer","0,00%","16","1"
"org.springframework.beans.ExtendedBeanInfoFactory","0,00%","16","1"
"org.apache.myfaces.custom.navmenu.jscookmenu.HtmlJSCookMenuRenderer","0,00%","16","1"
"org.apache.myfaces.custom.newspaper.HtmlNewspaperTableRenderer","0,00%","16","1"
"org.apache.myfaces.custom.panelstack.HtmlPanelStackRenderer","0,00%","16","1"
"org.apache.myfaces.custom.picklist.HtmlPicklistRenderer","0,00%","16","1"
"org.apache.myfaces.custom.popup.HtmlPopupRenderer","0,00%","16","1"
"org.apache.myfaces.custom.schedule.ScheduleCompactMonthRenderer","0,00%","16","1"
"org.apache.juli.logging.LogFactory","0,00%","16","1"
"org.apache.myfaces.custom.schedule.ScheduleCompactWeekRenderer","0,00%","16","1"
"org.apache.juli.OneLineFormatter$2","0,00%","16","1"
"org.apache.juli.OneLineFormatter$1","0,00%","16","1"
"org.apache.myfaces.custom.schedule.ScheduleDetailedDayRenderer","0,00%","16","1"
"org.hibernate.loader.plan.spi.Fetch[]","0,00%","16","1"
"org.apache.myfaces.custom.schedule.util.ScheduleEntryComparator","0,00%","16","1"
"org.springframework.beans.factory.support.SimpleAutowireCandidateResolver","0,00%","16","1"
"sun.security.ssl.DummyX509KeyManager","0,00%","16","1"
"org.olat.portfolio.EPArtefactPoolExtension","0,00%","16","1"
"org.apache.myfaces.custom.selectOneCountry.SelectOneCountryRenderer","0,00%","16","1"
"org.apache.myfaces.custom.selectOneLanguage.SelectOneLanguageRenderer","0,00%","16","1"
"org.springframework.binding.expression.el.MapAdaptableELResolver","0,00%","16","1"
"org.olat.commons.info.notification.InfoMessageNotificationHandler","0,00%","16","1"
"org.apache.myfaces.custom.selectOneRow.SelectOneRowRenderer","0,00%","16","1"
"org.apache.myfaces.custom.sortheader.HtmlSortHeaderRenderer","0,00%","16","1"
"org.apache.myfaces.custom.stylesheet.StylesheetRenderer","0,00%","16","1"
"org.olat.note.NoteManager","0,00%","16","1"
"org.apache.myfaces.custom.subform.SubFormRenderer","0,00%","16","1"
"org.apache.myfaces.custom.swapimage.HtmlSwapImageRenderer","0,00%","16","1"
"org.apache.jasper.runtime.JspFactoryImpl","0,00%","16","1"
"org.apache.myfaces.custom.tabbedpane.HtmlTabbedPaneRenderer","0,00%","16","1"
"org.apache.myfaces.custom.toggle.ToggleGroupRenderer","0,00%","16","1"
"org.olat.commons.info.manager.InfoMessageManagerImpl","0,00%","16","1"
"org.apache.jasper.el.ELContextImpl$1","0,00%","16","1"
"org.apache.myfaces.custom.toggle.ToggleLinkRenderer","0,00%","16","1"
"org.apache.myfaces.custom.toggle.TogglePanelRenderer","0,00%","16","1"
"org.apache.myfaces.custom.tree.renderkit.html.HtmlTreeCheckboxRenderer","0,00%","16","1"
"org.apache.myfaces.custom.tree.renderkit.html.HtmlTreeImageCommandLinkRenderer","0,00%","16","1"
"org.apache.myfaces.custom.tree.renderkit.html.HtmlTreeNodeRenderer","0,00%","16","1"
"org.apache.myfaces.custom.tree.renderkit.html.HtmlTreeRenderer","0,00%","16","1"
"org.olat.modules.wiki.portfolio.WikiArtefactHandler","0,00%","16","1"
"org.apache.myfaces.custom.tree2.HtmlTreeRenderer","0,00%","16","1"
"org.olat.core.gui.components.form.flexible.impl.elements.richText.plugins.TinyMCECustomPluginFactory","0,00%","16","1"
"org.springframework.core.annotation.AnnotationAwareOrderComparator","0,00%","16","1"
"org.springframework.core.convert.support.GenericConversionService$1","0,00%","16","1"
"org.springframework.core.convert.support.GenericConversionService$2","0,00%","16","1"
"br.org.eldorado.ead2pcd.negocio.StatusAlunoService$$FastClassByCGLIB$$579ea721","0,00%","16","1"
"org.springframework.core.convert.support.StringToUUIDConverter","0,00%","16","1"
"org.apache.myfaces.renderkit.html.ext.HtmlButtonRenderer","0,00%","16","1"
"org.apache.myfaces.renderkit.html.ext.HtmlDetailStampRowRenderer","0,00%","16","1"
"org.apache.myfaces.renderkit.html.ext.HtmlGridRenderer","0,00%","16","1"
"org.apache.myfaces.renderkit.html.ext.HtmlGroupRenderer","0,00%","16","1"
"org.apache.myfaces.renderkit.html.ext.HtmlHiddenRenderer","0,00%","16","1"
"org.apache.myfaces.renderkit.html.ext.HtmlImageRenderer","0,00%","16","1"
"br.org.eldorado.ead2pcd.negocio.StatusAlunoService$$EnhancerByCGLIB$$d96a240b$$FastClassByCGLIB$$264b17f9","0,00%","16","1"
"org.apache.myfaces.renderkit.html.ext.HtmlLinkRenderer","0,00%","16","1"
"org.apache.http.impl.io.DefaultHttpRequestWriterFactory","0,00%","16","1"
"org.apache.myfaces.renderkit.html.ext.HtmlMessageRenderer","0,00%","16","1"
"org.apache.myfaces.renderkit.html.ext.HtmlMessagesRenderer","0,00%","16","1"
"org.hibernate.mapping.Constraint$ColumnComparator","0,00%","16","1"
"org.apache.myfaces.renderkit.html.ext.HtmlSecretRenderer","0,00%","16","1"
"org.springframework.expression.spel.ast.SpelNodeImpl[]","0,00%","16","1"
"org.apache.http.impl.cookie.NetscapeDraftHeaderParser","0,00%","16","1"
"org.apache.myfaces.renderkit.html.ext.HtmlTableRenderer","0,00%","16","1"
"org.apache.myfaces.renderkit.html.ext.HtmlTableRowRenderer","0,00%","16","1"
"org.apache.myfaces.renderkit.html.ext.HtmlTextareaRenderer","0,00%","16","1"
"org.apache.myfaces.renderkit.html.util.AutoScrollPhaseListener","0,00%","16","1"
"org.springframework.faces.model.SelectionTrackingActionListener","0,00%","16","1"
"org.springframework.faces.model.converter.DataModelConverter","0,00%","16","1"
"org.apache.myfaces.renderkit.html.util.ExtensionsPhaseListener","0,00%","16","1"
"org.apache.myfaces.shared_tomahawk.util.ClassLoaderExtension[]","0,00%","16","1"
"org.olat.core.gui.components.form.flexible.impl.elements.richText.plugins.olatmatheditor.OlatMathEditorPlugin","0,00%","16","1"
"org.springframework.faces.support.RequestLoggingPhaseListener","0,00%","16","1"
"org.apache.myfaces.tomahawk.application.ResourceViewHandlerWrapper","0,00%","16","1"
"org.apache.http.impl.conn.DefaultSchemePortResolver","0,00%","16","1"
"org.springframework.faces.ui.AjaxEventInterceptorRenderer","0,00%","16","1"
"org.olat.core.commons.services.image.spi.ImageMagickHelper","0,00%","16","1"
"org.springframework.faces.ui.DojoScriptRenderer","0,00%","16","1"
"org.springframework.faces.ui.DojoStyleRenderer","0,00%","16","1"
"org.springframework.faces.ui.DojoWidgetRenderer","0,00%","16","1"
"org.olat.core.servlets.Log4JInitServlet","0,00%","16","1"
"org.apache.myfaces.webapp.filter.ServeResourcePhaseListener","0,00%","16","1"
"org.springframework.faces.ui.ProgressiveCommandLinkRenderer$1","0,00%","16","1"
"org.springframework.faces.ui.ProgressiveCommandLinkRenderer$2","0,00%","16","1"
"org.springframework.faces.ui.ProgressiveCommandLinkRenderer$3","0,00%","16","1"
"org.springframework.faces.ui.ResourceGroupRenderer","0,00%","16","1"
"org.springframework.faces.ui.ResourceRenderer","0,00%","16","1"
"org.springframework.faces.ui.ValidateAllRenderer","0,00%","16","1"
"org.springframework.faces.webflow.FlowApplicationFactory","0,00%","16","1"
"org.olat.modules.webFeed.portfolio.LiveBlogContextEntryControllerCreator$LBContextEntryControllerCreator","0,00%","16","1"
"org.springframework.faces.webflow.FlowFacesContextLifecycleListener","0,00%","16","1"
"org.olat.modules.webFeed.portfolio.LiveBlogContextEntryControllerCreator","0,00%","16","1"
"org.apache.http.conn.ssl.StrictHostnameVerifier","0,00%","16","1"
"org.olat.core.commons.services.mark.impl.MarkManagerImpl","0,00%","16","1"
"org.apache.http.conn.ssl.BrowserCompatHostnameVerifier","0,00%","16","1"
"org.apache.http.conn.ssl.AllowAllHostnameVerifier","0,00%","16","1"
"org.apache.http.conn.socket.PlainConnectionSocketFactory","0,00%","16","1"
"org.apache.http.conn.scheme.SchemeRegistry","0,00%","16","1"
"org.apache.myfaces.webapp.filter.TomahawkFacesContextFactory","0,00%","16","1"
"org.apache.http.conn.scheme.PlainSocketFactory","0,00%","16","1"
"org.apache.naming.NameParserImpl","0,00%","16","1"
"sun.text.normalizer.NormalizerBase$Mode","0,00%","16","1"
"org.springframework.aop.framework.adapter.ThrowsAdviceAdapter","0,00%","16","1"
"org.apache.http.config.Registry","0,00%","16","1"
"org.springframework.aop.framework.adapter.MethodBeforeAdviceAdapter","0,00%","16","1"
"org.olat.modules.webFeed.portfolio.BlogArtefactHandler","0,00%","16","1"
"org.springframework.aop.framework.adapter.DefaultAdvisorAdapterRegistry","0,00%","16","1"
"org.olat.modules.sharedfolder.SharedFolderWebDAVProvider","0,00%","16","1"
"org.springframework.faces.webflow.JsfViewFactoryCreator","0,00%","16","1"
"org.springframework.aop.framework.adapter.AfterReturningAdviceAdapter","0,00%","16","1"
"websocket.drawboard.DrawboardContextListener","0,00%","16","1"
"org.springframework.aop.aspectj.autoproxy.AspectJPrecedenceComparator","0,00%","16","1"
"org.springframework.aop.TruePointcut","0,00%","16","1"
"org.springframework.aop.TrueMethodMatcher","0,00%","16","1"
"org.springframework.aop.TrueClassFilter","0,00%","16","1"
"org.apache.tomcat.util.buf.MessageBytes$MessageBytesFactory","0,00%","16","1"
"org.apache.tomcat.util.buf.StringCache","0,00%","16","1"
"org.slf4j.impl.SimpleLoggerFactory","0,00%","16","1"
"org.slf4j.impl.Log4jLoggerFactory","0,00%","16","1"
"org.slf4j.helpers.NOPLoggerFactory","0,00%","16","1"
"org.quartz.simpl.SimpleJobFactory","0,00%","16","1"
"org.primefaces.webapp.PostConstructApplicationEventListener","0,00%","16","1"
"org.primefaces.renderkit.HeadRenderer","0,00%","16","1"
"org.primefaces.renderkit.BodyRenderer","0,00%","16","1"
"org.primefaces.mobile.renderkit.ToolbarRenderer","0,00%","16","1"
"org.primefaces.mobile.renderkit.TabViewRenderer","0,00%","16","1"
"org.primefaces.mobile.renderkit.TabMenuRenderer","0,00%","16","1"
"org.primefaces.mobile.renderkit.SelectOneRadioRenderer","0,00%","16","1"
"org.olat.modules.qpool.manager.TaxonomyLevelDAO","0,00%","16","1"
"org.apache.tomcat.util.descriptor.web.JspPropertyGroupDescriptorImpl","0,00%","16","1"
"org.springframework.http.HttpHeaders","0,00%","16","1"
"org.primefaces.mobile.renderkit.SelectOneMenuRenderer","0,00%","16","1"
"org.primefaces.mobile.renderkit.SelectOneButtonRenderer","0,00%","16","1"
"org.primefaces.mobile.renderkit.SelectManyCheckboxRenderer","0,00%","16","1"
"org.primefaces.mobile.renderkit.SelectManyButtonRenderer","0,00%","16","1"
"org.olat.modules.qpool.manager.QLicenseDAO","0,00%","16","1"
"org.primefaces.mobile.renderkit.SelectCheckboxMenuRenderer","0,00%","16","1"
"org.primefaces.mobile.renderkit.SelectBooleanCheckboxRenderer","0,00%","16","1"
"org.springframework.http.MediaType$1","0,00%","16","1"
"org.springframework.http.MediaType$2","0,00%","16","1"
"org.olat.core.commons.services.mark.impl.MarkingServiceImpl","0,00%","16","1"
"org.olat.modules.qpool.manager.QItemTypeDAO","0,00%","16","1"
"org.olat.modules.qpool.manager.QItemQueriesDAO","0,00%","16","1"
"org.primefaces.mobile.renderkit.PasswordRenderer","0,00%","16","1"
"org.primefaces.mobile.renderkit.PanelRenderer","0,00%","16","1"
"org.primefaces.mobile.renderkit.PanelGridRenderer","0,00%","16","1"
"org.primefaces.mobile.renderkit.OverlayPanelRenderer","0,00%","16","1"
"org.primefaces.mobile.renderkit.MenuRenderer","0,00%","16","1"
"org.olat.modules.qpool.manager.QEducationalContextDAO","0,00%","16","1"
"org.primefaces.mobile.renderkit.LinkRenderer","0,00%","16","1"
"org.primefaces.mobile.renderkit.InputTextareaRenderer","0,00%","16","1"
"org.primefaces.mobile.renderkit.InputTextRenderer","0,00%","16","1"
"org.apache.commons.lang3.text.translate.UnicodeUnescaper","0,00%","16","1"
"org.primefaces.mobile.renderkit.InputSwitchRenderer","0,00%","16","1"
"org.apache.commons.lang3.text.translate.OctalUnescaper","0,00%","16","1"
"org.primefaces.mobile.renderkit.HeadRenderer","0,00%","16","1"
"org.primefaces.mobile.renderkit.GrowlRenderer","0,00%","16","1"
"org.primefaces.mobile.renderkit.FileUploadRenderer","0,00%","16","1"
"org.primefaces.mobile.renderkit.DialogRenderer","0,00%","16","1"
"org.primefaces.mobile.renderkit.DataListRenderer","0,00%","16","1"
"org.springframework.jdbc.datasource.lookup.SingleDataSourceLookup","0,00%","16","1"
"org.apache.commons.lang3.StringEscapeUtils$CsvUnescaper","0,00%","16","1"
"org.apache.commons.lang3.StringEscapeUtils$CsvEscaper","0,00%","16","1"
"org.primefaces.mobile.renderkit.CommandButtonRenderer","0,00%","16","1"
"org.primefaces.mobile.renderkit.CalendarRenderer","0,00%","16","1"
"sun.security.ssl.SSLSocketFactoryImpl","0,00%","16","1"
"org.olat.core.servlets.FakeHttpsFilter","0,00%","16","1"
"org.apache.commons.collections.functors.ConstantTransformer","0,00%","16","1"
"org.primefaces.mobile.renderkit.ButtonRenderer","0,00%","16","1"
"org.olat.core.gui.components.form.flexible.impl.elements.richText.plugins.olatmovieviewer.OlatMovieViewerPlugin","0,00%","16","1"
"org.primefaces.mobile.renderkit.AutoCompleteRenderer","0,00%","16","1"
"org.primefaces.mobile.renderkit.AccordionPanelRenderer","0,00%","16","1"
"org.hibernate.persister.entity.AbstractEntityPersister$NoopCacheEntryHelper","0,00%","16","1"
"org.primefaces.mobile.event.system.CalendarResourceListener","0,00%","16","1"
"org.primefaces.mobile.component.uiswitch.UISwitchRenderer","0,00%","16","1"
"org.primefaces.mobile.component.rangeslider.RangeSliderRenderer","0,00%","16","1"
"org.apache.catalina.valves.AbstractAccessLogValve$UserElement","0,00%","16","1"
"org.apache.catalina.valves.AbstractAccessLogValve$RequestElement","0,00%","16","1"
"org.apache.catalina.valves.AbstractAccessLogValve$LogicalUserNameElement","0,00%","16","1"
"org.apache.catalina.valves.AbstractAccessLogValve$HttpStatusCodeElement","0,00%","16","1"
"org.apache.catalina.valves.AbstractAccessLogValve$HostElement","0,00%","16","1"
"org.primefaces.mobile.component.page.PageRenderer","0,00%","16","1"
"org.infinispan.util.concurrent.locks.containers.OwnableReentrantPerEntryLockContainer","0,00%","16","1"
"org.apache.tomcat.util.digester.Digester$SystemPropertySource","0,00%","16","1"
"org.primefaces.mobile.component.inputslider.InputSliderRenderer","0,00%","16","1"
"org.olat.modules.openmeetings.manager.OpenMeetingsLanguages","0,00%","16","1"
"org.apache.catalina.valves.AbstractAccessLogValve$ByteSentElement","0,00%","16","1"
"org.primefaces.mobile.component.header.HeaderRenderer","0,00%","16","1"
"org.apache.catalina.valves.AbstractAccessLogValve$2","0,00%","16","1"
"org.apache.catalina.valves.AbstractAccessLogValve$1","0,00%","16","1"
"org.apache.catalina.util.URLEncoder","0,00%","16","1"
"org.primefaces.mobile.component.footer.FooterRenderer","0,00%","16","1"
"org.primefaces.mobile.component.field.FieldRenderer","0,00%","16","1"
"org.apache.tomcat.util.http.LegacyCookieProcessor$1","0,00%","16","1"
"org.springframework.scheduling.quartz.AdaptableJobFactory","0,00%","16","1"
"org.primefaces.mobile.component.content.ContentRenderer","0,00%","16","1"
"org.springframework.scheduling.support.TaskUtils$LoggingErrorHandler","0,00%","16","1"
"org.primefaces.metadata.transformer.impl.BeanValidationInputMetadataTransformer","0,00%","16","1"
"org.primefaces.metadata.transformer.MetadataTransformerExecutor","0,00%","16","1"
"sun.text.normalizer.NormalizerBase$NFCMode","0,00%","16","1"
"org.apache.catalina.startup.VersionLoggerListener","0,00%","16","1"
"org.springframework.scheduling.support.TaskUtils$PropagatingErrorHandler","0,00%","16","1"
"org.apache.tomcat.util.http.parser.MediaTypeCache","0,00%","16","1"
"org.apache.catalina.startup.EngineConfig","0,00%","16","1"
"org.primefaces.extensions.component.waypoint.WaypointRenderer","0,00%","16","1"
"org.olat.commons.calendar.notification.CalendarNotificationManagerImpl","0,00%","16","1"
"sun.text.normalizer.NormalizerBase$NFDMode","0,00%","16","1"
"org.springframework.security.access.expression.DenyAllPermissionEvaluator","0,00%","16","1"
"org.primefaces.extensions.component.tristatemanycheckbox.TriStateManyCheckboxRenderer","0,00%","16","1"
"org.primefaces.extensions.component.tristatecheckbox.TriStateCheckboxRenderer","0,00%","16","1"
"org.springframework.security.access.vote.AuthenticatedVoter","0,00%","16","1"
"org.springframework.security.access.vote.RoleVoter","0,00%","16","1"
"org.olat.commons.calendar.ICalFileCalendarUserDeleteManager","0,00%","16","1"
"org.primefaces.extensions.component.tooltip.TooltipRenderer","0,00%","16","1"
"org.primefaces.extensions.component.timepicker.TimePickerRenderer","0,00%","16","1"
"org.primefaces.extensions.component.timeline.TimelineRenderer","0,00%","16","1"
"org.springframework.security.authentication.AccountStatusUserDetailsChecker","0,00%","16","1"
"org.primefaces.extensions.component.switchcase.SwitchRenderer","0,00%","16","1"
"org.primefaces.extensions.component.spotlight.SpotlightRenderer","0,00%","16","1"
"org.primefaces.extensions.component.remotecommand.RemoteCommandRenderer","0,00%","16","1"
"org.primefaces.extensions.component.qrcode.QRCodeRenderer","0,00%","16","1"
"org.apache.tomcat.util.net.NioBlockingSelector$KeyReference","0,00%","16","1"
"org.primefaces.extensions.component.parameters.AssignableParameterHandler$AssignToMetaRule","0,00%","16","1"
"org.apache.catalina.mbeans.MBeanFactory","0,00%","16","1"
"org.apache.catalina.mbeans.GlobalResourcesLifecycleListener","0,00%","16","1"
"org.springframework.security.config.authentication.AuthenticationManagerFactoryBean","0,00%","16","1"
"org.primefaces.extensions.component.masterdetail.MasterDetailRenderer","0,00%","16","1"
"org.springframework.security.config.http.DefaultFilterChainValidator","0,00%","16","1"
"org.primefaces.extensions.component.layout.LayoutRenderer","0,00%","16","1"
"org.primefaces.extensions.component.layout.LayoutPaneRenderer","0,00%","16","1"
"org.primefaces.extensions.component.keyfilter.KeyFilterRenderer","0,00%","16","1"
"org.olat.modules.fo.portfolio.ForumArtefactHandler","0,00%","16","1"
"org.olat.modules.fo.ForumNotificationsHandler","0,00%","16","1"
"org.springframework.security.config.http.UserDetailsServiceFactoryBean","0,00%","16","1"
"org.hibernate.secure.internal.DisabledJaccServiceImpl","0,00%","16","1"
"org.springframework.security.core.authority.mapping.NullAuthoritiesMapper","0,00%","16","1"
